Name,Population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Telok Blangah Rise,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,127,135,137,137
Hougang East,219,0,0,0,0,0,0,0,0,188,219,219,219,219,219,219,219,219,219,219,219,219
Tanglin Halt,132,0,0,0,0,0,0,0,0,0,0,3,23,67,120,131,132,132,132,132,132,132
Commonwealth,81,0,0,0,0,0,0,0,0,0,0,0,4,37,71,78,80,81,81,81,81,81
Boon Keng,110,0,0,0,0,0,106,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
Bedok North,859,0,22,568,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859
Yuhua West,209,0,0,0,0,0,0,0,0,0,0,0,0,0,9,138,209,209,209,209,209,209
Shangri-la,185,0,0,0,0,0,0,0,0,0,18,185,185,185,185,185,185,185,185,185,185,185
Teck Whye,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83,270,270,270,270,270
Tiong Bahru,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,92,122,122,122,122
Toa Payoh Central,307,0,0,0,0,0,0,190,307,307,307,307,307,307,307,307,307,307,307,307,307,307
Kampong Tiong Bahru,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67,102,105,105,105
Pei Chun,118,0,0,0,0,0,0,0,79,117,118,118,118,118,118,118,118,118,118,118,118,118
Bukit Batok West,152,0,0,0,0,0,0,0,0,0,0,0,0,1,27,125,152,152,152,152,152,152
Yishun South,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clementi North,287,0,0,0,0,0,0,0,0,0,1,4,24,130,263,286,287,287,287,287,287,287
Bukit Ho Swee,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,125,162,163,163,163
Yuhua East,275,0,0,0,0,0,0,0,0,0,0,0,0,3,50,219,275,275,275,275,275,275
Sembawang Central,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Holland Drive,142,0,0,0,0,0,0,0,0,0,3,13,35,86,130,140,142,142,142,142,142,142
Yishun East,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cheng San,298,0,0,0,0,0,0,0,0,193,298,298,298,298,298,298,298,298,298,298,298,298
Bangkit,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,210,238,238,238,238
Yio Chu Kang West,266,0,0,0,0,0,0,0,0,0,139,264,266,266,266,266,266,266,266,266,266,266
Punggol Field,433,0,0,0,0,0,0,0,0,0,294,433,433,433,433,433,433,433,433,433,433,433
Redhill,122,0,0,0,0,0,0,0,0,0,0,0,0,1,6,48,104,119,122,122,122,122
Choa Chu Kang North,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107,339,344,344,344,344
Hong Kah,569,0,0,0,0,0,0,0,0,0,0,0,0,0,11,297,569,569,569,569,569,569
Tampines East,1385,3,32,981,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385
Yunnan,709,0,0,0,0,0,0,0,0,0,0,0,0,0,11,240,709,709,709,709,709,709
Senja,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,192,202,202,202,202
Bukit Batok Central,261,0,0,0,0,0,0,0,0,0,0,0,2,13,67,243,261,261,261,261,261,261
Hong Kah North,283,0,0,0,0,0,0,0,0,0,0,0,0,2,18,130,272,283,283,283,283,283
Boon Lay Place,311,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,311,311,311,311,311,311
Boon Teck,151,0,0,0,0,0,0,0,149,151,151,151,151,151,151,151,151,151,151,151,151,151
Pasir Ris Drive,595,0,14,268,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595
Jelebu,335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,84,323,335,335,335,335
Peng Siang,321,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,181,321,321,321,321,321
Woodlands East,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25
Sengkang Town Centre,547,0,0,0,0,0,0,0,0,0,527,547,547,547,547,547,547,547,547,547,547,547
Hougang West,501,0,0,0,0,0,0,0,122,491,501,501,501,501,501,501,501,501,501,501,501,501
Saujana,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,240,255,255,255,255
Midview,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Yishun West,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rivervale,599,0,0,0,0,0,0,0,0,118,586,599,599,599,599,599,599,599,599,599,599,599
Bukit Batok East,146,0,0,0,0,0,0,0,0,0,0,0,0,2,26,121,144,146,146,146,146,146
Telok Blangah Way,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,82,105,107,107,107
Fajar,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,245,268,268,268,268
Townsville,238,0,0,0,0,0,0,0,0,0,236,238,238,238,238,238,238,238,238,238,238,238
Yew Tee,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,408,437,437,437,437
Tiong Bahru Station,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,152,167,167,167,167
Jurong West Central,682,0,0,0,0,0,0,0,0,0,0,0,0,0,17,283,682,682,682,682,682,682
